  Denonimation,  Date creation,  Siege social,  Forme juridique,  Secteur d activite,  url,  Registre de commerce,  Capital
EHA SARL,24/01/2014,FENETRE MERMOZ N°02,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),INDUSTRIE CULTURELLE,http://www.creationdentreprise.sn/eha-sarl, SNDKR2014B1237 ,1000000
TAIF AGROBUSINESS SUARL,24/01/2014,COLOBANE RUE 39 EN FACE...,S.U.A.R.L,COMMERCE,http://www.creationdentreprise.sn/taif-agrobusiness-suarl, SNDKR2014B1233,1000000
G MAK SUARL,24/01/2014,LIBERTE 6 EXTENSION N°08,S.U.A.R.L,NTIC / NOUVELLES TECHNOLOGIES / INFORMATIQUE,http://www.creationdentreprise.sn/g-mak-suarl, SNDKR2014B1231,2360000
FACILITY MANAGEMENT AND SERVICES SARL - F.M.S. SARL,24/01/2014,KM 4 5 KM BLD DU CENTENAIRE...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),PRESTATIONS DE SERVICES,http://www.creationdentreprise.sn/facility-management-and-services-sarl-fms-sarl, SNDKR2014B1232,1000000
ATLAS BTP,15/01/2014,YOFF VIRAGE LOT N°30,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),BTP,http://www.creationdentreprise.sn/atlas-btp, SNDKR2014B672,1000000
INGÉNIERIE MONTAGE INDUSTRIEL SERVICE SÉNÉGAL SUARL,17/01/2014,CITE KEUR DAMEL VILLA N° 171,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),PRESTATIONS DE SERVICES,http://www.creationdentreprise.sn/ingenierie-montage-industriel-service-senegal-suarl, SNDKR02014B733,1000000
SENEGAL VISION CONSULTING SARL,17/01/2014,SUD FOIRE N°14,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),PRESTATIONS DE SERVICES,http://www.creationdentreprise.sn/senegal-vision-consulting-sarl, SNDKR02014B735,1000000
FABRIQUE DE GLACE DE ¨PIKINE SARL,13/01/2014,DALIFORT FOIRAIL RUE DF 266...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),ALIMENTAIRE,http://www.creationdentreprise.sn/fabrique-de-glace-de-pikine-sarl, SNDKR02014B671,1000000
AFRICA TECHNOLOGIE SERVICES A.T.S  SARL,21/01/2014,SICAP LIBERTE 3 N° 1732/C,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),PRESTATIONS DE SERVICES,http://www.creationdentreprise.sn/africa-technologie-services-ats-sarl, SNDKR02014B904,1000000
BCD COMPANY &TRADING SARL,21/01/2014,CITE DJILY MBAYE N°485,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),COMMERCE,http://www.creationdentreprise.sn/bcd-company-trading-sarl, SNDKR02014B905,1000000
LE DEBIT DE NGOR,21/01/2014,STADE MUNICIPAL DE NGOR LOT A,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),RESTAURATION ET DEBITS DE BOISSONS,http://www.creationdentreprise.sn/le-debit-de-ngor, SNDKR02014B902,1000000
AFRICAN BUILDERS EUROSUD SARL - A.B.E.S. SARL,13/01/2014,SCAT URBAM YOFF N°B1,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),PRESTATIONS DE SERVICES,http://www.creationdentreprise.sn/african-builders-eurosud-sarl-abes-sarl, SNDKR02014B538,1000000
SEN SOLUTIONS SARL,10/01/2014,front de terre n°05,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),AGRICULTURE,http://www.creationdentreprise.sn/sen-solutions-sarl, sndkr2014b738,1000000
AFRICAN FISHING & SHIPY YARD SA,21/01/2014,8 AVENUE LEOPOLD SEDAR...,SOCIETE ANONYME (S.A),PECHE,http://www.creationdentreprise.sn/african-fishing-shipy-yard-sa, SNDKR2014B910,10000000
SOCIETE SADOU DIALLO ET FRERES SENEGAL - S.S.D.F.S. SARL,15/01/2014,58 AVENUE FAIDHERBE EN FACE...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),COMMERCE,http://www.creationdentreprise.sn/societe-sadou-diallo-et-freres-senegal-ssdfs-sarl, SNDKR2014B606,1000000
SAHELIENNE DES GRANDS TRAVAUX ET DE NEGOCE SARL - SGTN SARL,15/01/2014,SICAP FOIRE N°217  DAKAR,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),BTP,http://www.creationdentreprise.sn/sahelienne-des-grands-travaux-et-de-negoce-sarl-sgtn-sarl, SNDKR2014B607,1000000
SCC MSL,23/01/2014,DAKAR DIEUPPEUL 1 VILLA N°2163,SOCIETE CIVILE,IMMOBILIER,http://www.creationdentreprise.sn/scc-msl, ,1200000
AMAYLA SARL,13/01/2014,DAKAR SACRE CŒUR I IMMEUBLE I,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),COMMERCE,http://www.creationdentreprise.sn/amayla-sarl, SNDKR2014B539,1000000
SOCIETE CIVILE IMMOBILIÈRE SYPROM GRAND MBAO EXTENSION  - SCI SYPROM GRAND MBAO EXTENSION,13/01/2014,ROUTE DE L&#039;AEROPORT NORD...,SOCIETE CIVILE,IMMOBILIER,http://www.creationdentreprise.sn/societe-civile-immobiliere-syprom-grand-mbao-extension-sci-syprom-grand-mbao-extension, BORD N°106 CASE 132,1000000
HANS BOYE SENEGAL SARL,23/01/2014,127 AVENUE LAMINE GUEYE x...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),PRESTATIONS DE SERVICES,http://www.creationdentreprise.sn/hans-boye-senegal-sarl, SNDKR2014B1113,1000000
QUADRATURE WEST AFRICA,21/01/2014,sacre cœur 3 extension s/c de...,SOCIETE ANONYME (S.A),PRESTATIONS DE SERVICES,http://www.creationdentreprise.sn/quadrature-west-africa, SNDKR02014B907,1000000
UNIVERSAL SECURITEE PRIVEE SARL - U.P.S. SARL,21/01/2014,CITE GADAYE N°85,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),SECURITE/SURVEILLANCE,http://www.creationdentreprise.sn/universal-securitee-privee-sarl-ups-sarl, SNDKR02014B909,1000000
ATOUT EMERGENCE SUARL - CESGD SUARL,16/01/2014,NGOR ALMADIES 111 VILLA CODOU...,SOCIETE ANONYME UNIPERSONELLE(S.A.U),PRESTATIONS DE SERVICES,http://www.creationdentreprise.sn/atout-emergence-suarl-cesgd-suarl, SNDKR02014B737,1000000
COMPAGNIE AFRICAINE DE SERVICES POUR LE DÉVELOPPEMENT DURABLE SARL - CASEDD SARL,20/01/2014,BLD DU GÉNÉRAL DEGAULLE APPT...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),MATERIELS ELECTRIQUES,http://www.creationdentreprise.sn/compagnie-africaine-de-services-pour-le-developpement-durable-sarl-casedd-sarl, SNDKR2014B820,1000000
SOCIETE CIVILE IMMOBILIÈRE SABRA - SCI SABRA,15/01/2014,87 RUE AMADOU ASSANE NDOYE,SOCIETE CIVILE,IMMOBILIER,http://www.creationdentreprise.sn/societe-civile-immobiliere-sabra-sci-sabra, BORD N°118 CASE 144,1000000
ACCES SERVICES IMMOBILIER CONSTRUCTION SUARL - A.S.I.C. SARL,23/01/2014,58 RUE AMADOU ASSANE NDOYE,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),IMMOBILIER,http://www.creationdentreprise.sn/acces-services-immobilier-construction-suarl-asic-sarl, SNDKR2014B1126,1000000
TALKTEL RESOURCES SARL - T.R. SARL,23/01/2014,HLM 5 N°2328,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),COMMERCE,http://www.creationdentreprise.sn/talktel-resources-sarl-tr-sarl, SNDKR2014B1124,1000000
STONOX  SARL,15/01/2014,4 RUE ALIOUNE DIOP MERMOZ...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),BTP,http://www.creationdentreprise.sn/stonox-sarl, SNDKR2014B675,1000000
SOMAG SENEGAL SARL,23/01/2014,SCAT URBAM MARISTES 1 N°F57,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),AGRICULTURE,http://www.creationdentreprise.sn/somag-senegal-sarl, SNDKR2014B1114,1000000
BOUFAN SARL,16/01/2014,PETERSEN CANTINE N°56,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),COMMERCE,http://www.creationdentreprise.sn/boufan-sarl, SNDKR02014B670,1000000
YAALIS LTD SARL,24/01/2014,HANN MARISTES  2 LOT P 13,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),PRESTATIONS DE SERVICES,http://www.creationdentreprise.sn/yaalis-ltd-sarl, SNDKR2014B1228,1000000
COMMERCE SERVICES ET REPRESENTATION SUARL - COSER SUARL,16/01/2014,RUE MARCHAND * AUTOUROUTE...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),IMMOBILIER,http://www.creationdentreprise.sn/commerce-services-et-representation-suarl-coser-suarl, SNDKR2014B669,1000000
CLISOREF UK SENEGAL,24/01/2014,COMPLEXE SICAP AVENUE CHEIKH...,SUCCURSALE,FINANCE,http://www.creationdentreprise.sn/clisoref-uk-senegal, SNDKR2014E1227,0
OUTGOING SARL,24/01/2014,SICAP SACRE COEUR 3 N°9748,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),TOURISME,http://www.creationdentreprise.sn/outgoing-sarl, SNDKR2013B1226,1020000
SENSERVICES-BUSINESS SUARL,21/01/2014,MERMOZ PYROTECHNIE N°36,S.U.A.R.L,PRESTATIONS DE SERVICES,http://www.creationdentreprise.sn/senservices-business-suarl, SNDKR2014B906,1000000
SOCIETE AFRICAINE DE TRANSIT ET  DE LOGISTIQUE SARL,21/01/2014,HANN MARISTES LOT 110/A,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),TRANSPORT,http://www.creationdentreprise.sn/societe-africaine-de-transit-et-de-logistique-sarl, SNDKR2014B903,1000000
ORION SARL,16/01/2014,DAKAR 7 NORD FOIRE,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),IMMOBILIER,http://www.creationdentreprise.sn/orion-sarl, SNDKR2014B674,1000000
DIASPORA ENSEMBLE UNISSONS NOS FORCES SA - DIEUF SA,23/01/2014,LOT 24 DE LIBERTE 6 EXTENSION...,SOCIETE ANONYME (S.A),AGRICULTURE,http://www.creationdentreprise.sn/diaspora-ensemble-unissons-nos-forces-sa-dieuf-sa, SNDKR2014B1119,70000000
LES TRANSPORTS AMAR NGOM SUARL - T.A.N. SUARL,22/01/2014,KEUR NDIAYE LO,S.U.A.R.L,TRANSPORT,http://www.creationdentreprise.sn/les-transports-amar-ngom-suarl-tan-suarl, SNDKR2014B1011,1000000
CLINIQUE HOSPITALIERE ASSIYA SA,23/01/2014,10 AVENUE NELSON MANDELA,SOCIETE ANONYME (S.A),SANTE,http://www.creationdentreprise.sn/clinique-hospitaliere-assiya-sa, SNDKR2014B1120,10000000
SENITALY SARL,08/01/2014,CITE HACIENDA MARISTES 2EME...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),COMMERCE,http://www.creationdentreprise.sn/senitaly-sarl, SNDKR2014B334,1000000
AUTO DISTRIBUTION PROFESSIONNELLE SARL - A.D. PRO SUARL,23/01/2014,CITE SONATEL 3 N°01,S.U.A.R.L,COMMERCE,http://www.creationdentreprise.sn/auto-distribution-professionnelle-sarl-ad-pro-suarl, SNDKR2014B1118,1000000
BILAL DISTRIBUTION ET BTP SARL,23/01/2014,HLM GRAND YOFF N°04,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),COMMERCE,http://www.creationdentreprise.sn/bilal-distribution-et-btp-sarl, SNDKR2014B1121,1000000
100PIL DISTRIBUTIONS SUARL,23/01/2014,SOTRAC MERMOZ N°154,S.U.A.R.L,COMMERCE,http://www.creationdentreprise.sn/100pil-distributions-suarl, SNDKR2014B1112,1000000
AGRO-INDUSTRIES DU NORD SARL - A.I.N. SARL,23/01/2014,ROND POINT COLOBANE IMMEUBLE...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),PRESTATIONS DE SERVICES,http://www.creationdentreprise.sn/agro-industries-du-nord-sarl-ain-sarl, SNDKR2014B1122,1000000
BATI CONCEPT SA,11/02/2014,SACRE COEUR 3 EXTENSION VDN N...,SOCIETE ANONYME (S.A),BTP,http://www.creationdentreprise.sn/bati-concept-sa, SNDKR2014B664,10000000
11 PLAYERS SARL,16/01/2014,49 RUE VINCENS,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),COMMUNICATION,http://www.creationdentreprise.sn/11-players-sarl, SNDKR02014B665,1000000
AFRIQUE FINANCES AND CONSULTING MARKET SARL,16/01/2014,CITE BIAGUI TOUNDOUP RYA N*...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),IMMOBILIER,http://www.creationdentreprise.sn/afriques-finances-and-onsulting-market-0, SNDKR02014B662,1000000
AFRIQUE PREFABRIQ SARL,16/01/2014,12 BOULEVARD DJILY MBAYE...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),BTP,http://www.creationdentreprise.sn/afrique-prefabriq-sarl, SNDKR02014B663,1000000
BUILD INNOVE CONTRACTOR SARL - B.I.C. SARL,16/01/2014,RUE 1 * 10 AMITIÉ 2  DAKAR,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),BTP,http://www.creationdentreprise.sn/build-innove-contractor-sarl-bic-sarl, SNDKR2014B678,1000000
IBG CONSTRUCTIONS BATIMENT TRAVAUX PUBLICS SARL,16/01/2014,CITE DJLIBY MBAYE N*368,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),BTP,http://www.creationdentreprise.sn/ibg-constructions-batiment-travaux-publics-sarl, SNDKR02014B677,1000000
ETABLISSEMENT MOUBARACK TRADE SARL,16/01/2014,CITE AD MBAO N*184,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),COMMERCE,http://www.creationdentreprise.sn/etablissement-moubarack-trade-sarl, SNDKR2014B676,1000000
F & L INTERNATIONAL SARL,16/01/2014,DAKAR 24 RUE SANDINIERY,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),TRANSPORT AERIEN/TRANSPORT MARITIME,http://www.creationdentreprise.sn/f-l-international-sarl, SNDKR2014B673,1000000
TOP STRUCTURES SARL,21/01/2014,HANN MARISTES 2 N* S007/ 21421,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),PRESTATIONS DE SERVICES,http://www.creationdentreprise.sn/top-structures-sarl, SNDKR2014B908,1000000
SCAJAD SARL,23/01/2014,MAMELLES AVIATION N°A1,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),COMMERCE,http://www.creationdentreprise.sn/scajad-sarl, SNDKR2014B1123,1000000
ESKER SA,23/01/2014,18 AVENUE NELSON MANDELA,SOCIETE ANONYME (S.A),IMMOBILIER,http://www.creationdentreprise.sn/esker-sa, SNDKR2014B1125,10000000
CITY SOUMBAR SUARL,17/01/2014,56 RUE FELIX FAURE,S.U.A.R.L,COMMERCE,http://www.creationdentreprise.sn/city-soumbar-suarl, SNDKR2014B736,1000000
LAMP FALL TRANSIT ET TRANSPORT SARL,22/01/2014,KM 2 5 ROUTE DE RUFISQUE ROND...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),PRESTATIONS DE SERVICES,http://www.creationdentreprise.sn/lamp-fall-transit-et-transport-sarl, SNDKR2014B1014,1000000
SOSERAVE SARL,21/01/2014,NORD PATTE D&#039;OIE LOT 8 N...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),COMMERCE,http://www.creationdentreprise.sn/soserave-sarl, SNDKR2014B901,1000000
INTERNATIONAL DE COMMERCE ET DE REPRESENTATION SUARL - ICOREP SUARL,21/01/2014,CITE KHANDAR 02 OUEST FOIRE...,S.U.A.R.L,COMMERCE,http://www.creationdentreprise.sn/international-de-commerce-et-de-representation-suarl-icorep-suarl, SNDKR2014B900,1000000
WORLD NEWS NETWORK SUARL - W.N.N. SUARL,23/01/2014,141-143 AVENUE LAMINE GUEYE,S.U.A.R.L,COMMUNICATION,http://www.creationdentreprise.sn/world-news-network-suarl-wnn-suarl, SNDKR2014B1116,1000000
AKIAA INTERNATIONAL SARL - AKIAA INT SARL,16/01/2014,DIAMALAYE 2 N*28/E,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),COMMERCE,http://www.creationdentreprise.sn/akiaa-international-sarl-akiaa-int-sarl, SNDKR2014B666,1000000
2 S PRO SARL,22/01/2014,OUEST FOIRE N°19,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),NTIC / NOUVELLES TECHNOLOGIES / INFORMATIQUE,http://www.creationdentreprise.sn/2-s-pro-sarl, SNDKR2014B1012,3000000
SOCIETE ANONYME DE PATRIMOINE AHNE SA,23/01/2014,LOTISSEMENT DJILY MBAYE N°303,SOCIETE ANONYME (S.A),IMMOBILIER,http://www.creationdentreprise.sn/societe-anonyme-de-patrimoine-ahne-sa, SNDKR2014B1117,10000000
MOBILE VOICE SYSTEM SUARL,13/01/2014,CITE COMICO VDN N*66,S.U.A.R.L,COMMUNICATION,http://www.creationdentreprise.sn/mobile-voice-system-suarl, SNDKR02014B535,1000000
AUDIENCE SARL,16/01/2014,zone de captage LOT Z/48,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),PRESTATIONS DE SERVICES,http://www.creationdentreprise.sn/audience-sarl, SNDKR02014B668,1000000
LEATHER COTTAGE INTERNATIONAL SARL,16/01/2014,HLM PATTE D&#039;OIE N*114,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),COMMERCE,http://www.creationdentreprise.sn/leather-cottage-international-sarl, SNDKR02014B667,1000000
GRETTA RESOURCES SENEGAL SUARL,29/01/2014,PARCELLES ASSAINIES UNITE 02...,S.U.A.R.L,INDUSTRIE EXTRACTIVE - MINES ET CARRIERES,http://www.creationdentreprise.sn/gretta-resources-senegal-suarl, SNDKR2014B1454,1000000
AFRICA LEARNING SERVICES SARL,22/01/2014,ROUTE DE L&#039;AEROPORT...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),EDUCATION - FORMATION,http://www.creationdentreprise.sn/africa-learning-services-sarl, SNDKR2014B1009,1000000
ENERGIE SOLAIRE DU SENEGAL,17/01/2014,8 AVENUE LEOPOLD SEDAR...,SOCIETE ANONYME (S.A),ENERGIE / PRODUITS PETROLIERS,http://www.creationdentreprise.sn/energie-solaire-du-senegal, SNDKR2014B740,50000000
NASSIR & ALBERTO SARL,22/01/2014,CITE COMICO 4 N°E321,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),COMMERCE,http://www.creationdentreprise.sn/nassir-alberto-sarl, SNDKR2014B1007,1000000
SOCIETE SENEGALAISE DE PARFUMERIE ET DE COSMETOLOGIE / MERE SAM-SAM SUARL,23/01/2014,SICAP LIBERTE 6 N°6182,S.U.A.R.L,COMMERCE,http://www.creationdentreprise.sn/societe-senegalaise-de-parfumerie-et-de-cosmetologie-mere-sam-sam-suarl, SNDKR2014B1111,1000000
MAEL&#039;S EVENTS CONSULTING & SERVICES SARL,11/01/2014,CITE ASECNA 3 N*55,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),PRESTATIONS DE SERVICES,http://www.creationdentreprise.sn/maels-events-consulting-services-sarl, SNDKR02014B732,1000000
GENERAL EQUIPEMENT ET SERVICES SURL,17/01/2014,GUEULE TAPÉE RUE 55*60,S.U.A.R.L,COMMERCE,http://www.creationdentreprise.sn/general-equipement-et-services-surl, SNDKR2014B739,1000000
TRAVEL SPOT SARL,27/01/2014,SACRE COEUR 2 RESIDENCE SIGA...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),TOURISME,http://www.creationdentreprise.sn/travel-spot-sarl, SNDKR2014B1405,1000000
BATEC SARL,29/01/2014,PARCELLES ASSAINIES UNITE 03...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),COMMERCE,http://www.creationdentreprise.sn/batec-sarl, SNDKR2014B1455,1000000
CREC 8,22/01/2014,FASS MBAO BASE CHINOISE,SUCCURSALE,BTP,http://www.creationdentreprise.sn/crec-8, SNDKR2014E1008,0
DIEUNDAK FISH SENEGAL SARL - D.F.S. SARL,22/01/2014,MOLE 10 QUAI DE PECHE N°07 (...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),PECHE,http://www.creationdentreprise.sn/dieundak-fish-senegal-sarl-dfs-sarl, SNDKR2014B1013,2000000
BAMBARA SUARL,30/01/2014,30 RUE MOUSSE DIOP,S.U.A.R.L,COMMERCE,http://www.creationdentreprise.sn/bambara-suarl, SNDKR2014B1561,1000000
NDAK TECH SUARL,29/01/2014,CITE CPI VDN N°30,S.U.A.R.L,PRESTATIONS DE SERVICES,http://www.creationdentreprise.sn/ndak-tech-suarl, SNDKR2014B1524,1000000
FAM PRESTATION DE SERVICES SARL,17/01/2014,AVENUE BOURGUIBA IMMEUBLE...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),PRESTATIONS DE SERVICES,http://www.creationdentreprise.sn/fam-prestation-de-services-sarl, SNDKR02014B734,1000000
AFRICA INVESTMENT & BUSINESS SARL,13/01/2014,KEUR NDIAYE LO/ 133,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),COMMERCE,http://www.creationdentreprise.sn/africa-investment-business-sarl, SNDKR02014B536,1000000
SOCIETE CIVILE IMMOBILIÈRE FUTUR,15/01/2014,32 RUE JULES FERRY,SOCIETE CIVILE,IMMOBILIER,http://www.creationdentreprise.sn/societe-civile-immobiliere-futur, BORD N°1177 CASE 143,1000000
CONVERGENCY SARL,13/01/2014,55 AVENUE HASSAN 2 IMMEUBLE...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),PRESTATIONS DE SERVICES,http://www.creationdentreprise.sn/convergency-sarl, SNDKR02014B537,1000000
AB TECHNOLOGIES SARL,11/02/2014,SICAP AMITIE 3 N*4574,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),BTP,http://www.creationdentreprise.sn/ab-technologies-sarl, SNDKR02014B2382,1000000
ENTREPRISE GÉNÉRALE DE BÂTIMENT ET DE SERVICE SUARL,11/02/2014,AVENUE LAMINE GUEYE* MAGINOT,S.U.A.R.L,BTP,http://www.creationdentreprise.sn/entreprise-generale-de-batiment-et-de-service-suarl, SNDKR02014B2389,1000000
SYNCHRONIX SARL,06/02/2014,CICES FOIRE N*149,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),COMMUNICATION,http://www.creationdentreprise.sn/synchronix-sarl, SNDKR02014B2213,1000000
UNIVERSAL SOLUTIONS SARL,07/02/2014,SCAT URBAM MARISTES APPT 1/B...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),PRESTATIONS DE SERVICES,http://www.creationdentreprise.sn/universal-solutions-sarl, SNDKR2014B2147,1000000
PAYCENTER SARL,04/02/2014,CITE STADE LEOPOLD SEDAR...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),COMMUNICATION,http://www.creationdentreprise.sn/paycenter-sarl, SNDKR02014B136,1000000
DIASOLE SARL,10/01/2014,27 RUE MOHAMED 5* FELIX FAURE,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),IMMOBILIER,http://www.creationdentreprise.sn/diasole-sarl, SNDKR02014B2217,1000000
ACTIVPC SARL,22/01/2014,58 RUE AMADOU ASSANE NDOYE,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),COMMUNICATION,http://www.creationdentreprise.sn/activpc-sarl, SNDKR2014B1002,1000000
MDS SYNERGIES SUARL,22/01/2014,KM 7 5 BLD DU CENTENAIRE DE...,S.U.A.R.L,COMMERCE,http://www.creationdentreprise.sn/mds-synergies-suarl, SNDKR2014B1001,2500000
KITA MISCHMASCH SUARL,22/01/2014,MERMOZ SOTRAC N°96,S.U.A.R.L,EDUCATION - FORMATION,http://www.creationdentreprise.sn/kita-mischmasch-suarl, SNDKR2014B1005,1000000
PROMO AFRICA INVEST SA,28/01/2014,24 ROUTE DU MERIDIEN...,SOCIETE ANONYME (S.A),IMMOBILIER,http://www.creationdentreprise.sn/promo-africa-invest-sa, SNDKR2014B1408,10000000
BERGATIN SENEGAL SARL,06/02/2014,66 RUE CARNOT,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),COMMERCE,http://www.creationdentreprise.sn/bergatin-senegal-sarl, SNDKR2014 B 2041,1000000
ICELABOSOFT SARL,06/02/2014,55 avenue hassan 2,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),NTIC / NOUVELLES TECHNOLOGIES / INFORMATIQUE,http://www.creationdentreprise.sn/icelabosoft-sarl, SNDKR02014B2040,1000000
MAICHKA SERVICES SUARL,06/02/2014,SACRE COEUR 3 PYROTECHNIE N*...,S.U.A.R.L,ALIMENTAIRE,http://www.creationdentreprise.sn/maichka-services-suarl, SNDKR02014B10615,1000000
ELECTRICITE DU RIP SA,06/02/2014,57 AVENUE CARDE 4EME ETAGE,SOCIETE ANONYME (S.A),PRESTATIONS DE SERVICES,http://www.creationdentreprise.sn/electricite-du-rip-sa, SNDKR02014B2036,10000000
ISO CONCESSIONS SENEGAL SARL,12/02/2014,5-7 AVENUE CARDE,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),PRESTATIONS DE SERVICES,http://www.creationdentreprise.sn/iso-concessions-senegal-sarl, SNDKR02014B2047,1000000
VKT TECHNOLOGIES SARL,05/02/2014,FORT B HANN MARISTES N*27,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),HYDRAULIQUE,http://www.creationdentreprise.sn/vkt-technologies-sarl, SNDKR02014B1985,1000000
RINGIER SENEGAL SA,06/02/2014,CITE COMICO OUAKAM VDN N*06,SOCIETE ANONYME (S.A),PRESTATIONS DE SERVICES,http://www.creationdentreprise.sn/ringier-senegal-sa, SNDKR02014B1976,1000000
DIA BUSINESS EXCHANGE,06/02/2014,GRAND MBAO EXTENSION,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),COMMERCE,http://www.creationdentreprise.sn/dia-business-exchange, SNDKR02014B2045,1000000
SENEMARC SARL,10/02/2014,BENE TALLY N* 1579,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),ALIMENTAIRE,http://www.creationdentreprise.sn/senemarc-sarl, SNDKR02014B2384,1000000
BILLY DISTRIBUTION SUARL,11/02/2014,HLM GRAND YOFF N* 173,S.U.A.R.L,PRESTATIONS DE SERVICES,http://www.creationdentreprise.sn/billy-distribution-suarl, SNDKR02014B2383,1000000
HAFIA SARL,12/02/2014,44 RUE FLEURUS DAKAR,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),IMMOBILIER,http://www.creationdentreprise.sn/hafia-sarl, SNDKR2014B2194,1000000
MEDINA SARL,10/02/2014,CITE ASSEMBLEE NATIONALE N*75,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),IMMOBILIER,http://www.creationdentreprise.sn/medina-sarl, SNDKR2014B2193,1000000
MAGUI DISTRIBUTION SARL,05/02/2014,CITE SAPCO 2 THIAROY AZYR N*...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),COMMERCE,http://www.creationdentreprise.sn/magui-distribution-sarl, SNDKR2014B-1978,1000000
ETABLISSEMENT GAALASS SERVICES SUARL,06/02/2014,Patte d&#039;oie Builders N°...,S.U.A.R.L,COMMERCE,http://www.creationdentreprise.sn/etablissement-gaalass-services-suarl, SNDKR2014 B 2048,1000000
AFRIQUE EXPORT IMPORT SUARL  "AFEXIM-SUARL",12/02/2014,FASS BATIMENT RUE FASS GUELE...,S.U.A.R.L,COMMERCE,http://www.creationdentreprise.sn/afrique-export-import-suarl-afexim-suarl, SNDKR2014B2144,1000000
Consortium Senegalo Italien de Travaux ublics- sarl,10/02/2014,27 avenue Georges Pompidou,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),BTP,http://www.creationdentreprise.sn/consortium-senegalo-italien-de-travaux-ublics-sarl, SNDKR2014 B 2142,1000000
